2139.32886      -3.5756750E+00
2114.16821      -3.5812363E+00
2094.95410      -3.5854832E+00
2080.80713      -3.5886102E+00
2070.18262      -3.5905040E+00
2062.02808      -3.5910957E+00
2059.82568      -3.5912555E+00
2057.50952      -3.5914236E+00
2054.27979      -3.5916580E+00
2050.74048      -3.5919148E+00
2048.78076      -3.5920570E+00
2046.62244      -3.5922136E+00
2044.19946      -3.5923894E+00
2041.47070      -3.5925874E+00
2039.95508      -3.5926974E+00
2038.41162      -3.5928094E+00
2036.75085      -3.5929299E+00
2034.91003      -3.5930635E+00
2033.04321      -3.5931990E+00
2031.14062      -3.5933370E+00
2029.12378      -3.5929716E+00
2026.85071      -3.5924854E+00
2024.88269      -3.5920643E+00
2023.25940      -3.5917171E+00
2021.08093      -3.5912510E+00
2018.76538      -3.5907556E+00
2015.86670      -3.5901355E+00
2013.26733      -3.5895794E+00
2010.85266      -3.5890629E+00
2009.18347      -3.5887058E+00
2007.77747      -3.5884050E+00
2006.49414      -3.5881304E+00
2005.51904      -3.5879218E+00
2004.18884      -3.5876373E+00
2002.58691      -3.5872945E+00
2000.96899      -3.5869484E+00
1999.73694      -3.5866848E+00
1997.14001      -3.5861293E+00
1993.72998      -3.5853998E+00
1972.73206      -3.5886823E+00
1928.90894      -3.5932759E+00
1801.84497      -3.5219209E+00
1681.57690      -3.4774785E+00
1557.77295      -3.2156534E+00
1440.00000      -2.4756987E+00
1340.00000      -1.5619793E+00
1250.00000      -1.0882760E+00
1165.00000      -8.9815722E-01
1100.00000      -7.8698849E-01
1060.00000      -7.2450303E-01
1030.00000      -6.7981180E-01
1010.00000      -6.5152855E-01
 985.00000      -6.1838074E-01
 970.00000      -5.9942950E-01
 960.00000      -5.8679534E-01
 950.00000      -5.7470627E-01
 930.00000      -5.5216368E-01
 900.00000      -5.1923103E-01
 870.00000      -4.8864749E-01
 835.00000      -4.5788479E-01
 780.00000      -4.1771593E-01
 725.00000      -3.8593773E-01
 670.00000      -3.6150709E-01
 619.00000      -3.4771377E-01
 585.00000      -3.4360093E-01
 547.50000      -3.4419690E-01
 498.00000      -3.5445407E-01
 447.00000      -3.7971687E-01
 400.00000      -4.3144785E-01
 350.00000      -5.1898290E-01
 300.00000      -6.5624303E-01
 275.00000      -7.4582108E-01
 250.00000      -8.5016080E-01
 225.00000      -9.6568560E-01
 200.00000      -1.0910569E+00
 175.00000      -1.2258831E+00
 150.00000      -1.3702815E+00
 135.00000      -1.4645205E+00
 120.00000      -1.5600947E+00
 109.50000      -1.6330726E+00
  99.30000      -1.7039654E+00
  90.00000      -1.7686031E+00
  80.00000      -1.8442894E+00
  70.00000      -1.9199758E+00
  60.00000      -1.9956623E+00
  50.00000      -2.0763363E+00
  40.00000      -2.1582574E+00
  30.00000      -2.2401785E+00
  20.00000      -2.3220997E+00
  10.00000      -2.4040208E+00
   0.00000      -2.4859419E+00
